parentid,childid,relation,order
005c524b,c68be27b,is_a,0
005c524b,a1eb3da9,is_a,0
005c524b,40d9107b,is_a,0
136c6a29,9f570f65,is_a,0
136c6a29,5f726f14,is_a,0
136c6a29,00512148,is_a,0
136c6a29,0d6f9c92,is_a,0
136c6a29,70e44e37,is_a,0
136c6a29,6f5ae30a,is_a,0
136c6a29,843447f0,is_a,0
136c6a29,665ff89d,is_a,0
f2b703fb,8c4748d1,is_a,0
f2b703fb,8b0309d3,is_a,0
f2b703fb,c24676f4,is_a,0
f2b703fb,be077f0b,is_a,0
f2b703fb,3af26716,is_a,0
f2b703fb,4be7d352,is_a,0
f2b703fb,36efe22a,is_a,0
f2b703fb,d022494a,is_a,0
f2b703fb,309c3e14,is_a,0
0b60cc26,a8bdbf5b,is_a,0
0b60cc26,1fe6c06f,is_a,0
0b60cc26,8a568a22,is_a,0
0b60cc26,d796bba7,is_a,0
0b60cc26,e6b3465f,is_a,0
0b60cc26,75d64488,is_a,0
0b60cc26,243506d0,is_a,0
0b60cc26,7b801a25,is_a,0
0b60cc26,3a5ab08a,is_a,0
0b60cc26,aaedde0e,is_a,0
d782150b,5e959168,is_a,0
d782150b,56beaf74,is_a,0
d782150b,3816594b,is_a,0
d782150b,24ed50a2,is_a,0
d782150b,7fd6f51e,is_a,0
d782150b,af948558,is_a,0
d782150b,7cb1448b,is_a,0
d782150b,5d040c60,is_a,0
4528f9e4,78e80891,is_a,0
4528f9e4,dee523a9,is_a,0
4528f9e4,1e03b54c,is_a,0
4528f9e4,c95e2930,is_a,0
4528f9e4,58aa3152,is_a,0
4528f9e4,12c1f6f4,is_a,0
4528f9e4,ee1bead1,is_a,0
4528f9e4,efedc36e,is_a,0
4528f9e4,98a7c0c2,is_a,0
0ebd9ab4,b3c1d2ae,is_a,0
0ebd9ab4,4fe25f94,is_a,0
0ebd9ab4,67014863,is_a,0
0ebd9ab4,87d61ded,is_a,0
0ebd9ab4,545d9382,is_a,0
0ebd9ab4,b3556cc3,is_a,0
0ebd9ab4,d3d271c8,is_a,0
0ebd9ab4,8884fe7a,is_a,0
0ebd9ab4,4142e076,is_a,0
0ebd9ab4,d667b46f,is_a,0
0ebd9ab4,27a45a44,is_a,0
b5ac81a2,f06b0869,is_a,0
b5ac81a2,b7140f78,is_a,0
b5ac81a2,f15cfa85,is_a,0
b5ac81a2,c76bcd58,is_a,0
b5ac81a2,c41cb1cb,is_a,0
b5ac81a2,c24676f4,is_a,0
b5ac81a2,c993de0d,is_a,0
b5ac81a2,0d284bd9,is_a,0
b5ac81a2,fcbedeed,is_a,0
b5ac81a2,d6bfc930,is_a,0
b5ac81a2,f3e337bd,is_a,0
b5ac81a2,96c76da8,is_a,0
930b5073,786c231c,is_a,0
930b5073,63d3ec20,is_a,0
930b5073,ee6e3b9b,is_a,0
930b5073,beaccf6e,is_a,0
930b5073,6c622a8b,is_a,0
930b5073,c9c64461,is_a,0
930b5073,f35055a9,is_a,0
930b5073,249e020b,is_a,0
930b5073,54b829a6,is_a,0
930b5073,3e9ff51d,is_a,0
930b5073,913203d0,is_a,0
930b5073,d351fd7b,is_a,0
bbb37034,a9b9cc3b,is_a,0
bbb37034,32e62183,is_a,0
bbb37034,e2e6232d,is_a,0
bbb37034,3c665ea2,is_a,0
bbb37034,538ec56b,is_a,0
bbb37034,d51cf1c6,is_a,0
bbb37034,b539260c,is_a,0
bbb37034,f2091ebf,is_a,0
bbb37034,8d3d8f00,is_a,0
bbb37034,ea68361e,is_a,0
f486d960,f6697c7c,is_a,0
f486d960,7c16f327,is_a,0
f486d960,f2b703fb,is_a,0
f486d960,529c0ef6,is_a,0
f486d960,5cdbca5b,is_a,0
f486d960,4878dbbf,is_a,0
f486d960,e0071a13,is_a,0
f486d960,a771a485,is_a,0
f486d960,7748ea56,is_a,0
f486d960,e9ef4667,is_a,0
f486d960,ea9b3e87,is_a,0
f486d960,f928d5cf,is_a,0
6c911750,d6096b99,is_a,0
6c911750,5babcd06,is_a,0
6c911750,f3b53082,is_a,0
6c911750,7748ea56,is_a,0
6c911750,642abb2e,is_a,0
6c911750,f77cc60f,is_a,0
6c911750,167eaf55,is_a,0
6c911750,82c3238b,is_a,0
6c911750,49480ebe,is_a,0
6c911750,049cf17d,is_a,0
a4506bec,48af3449,is_a,0
a4506bec,9c9d7a81,is_a,0
a4506bec,654295d5,is_a,0
a4506bec,d1bbc110,is_a,0
a4506bec,642abb2e,is_a,0
a4506bec,660be2ae,is_a,0
a4506bec,75ae2377,is_a,0
a4506bec,970834e2,is_a,0
a4506bec,002ec8fc,is_a,0
24ac8cbe,4878dbbf,is_a,0
24ac8cbe,01505824,is_a,0
24ac8cbe,7a73d7a8,is_a,0
24ac8cbe,fc19ecf5,is_a,0
24ac8cbe,85ea4af8,is_a,0
24ac8cbe,db24f31a,is_a,0
24ac8cbe,c2a13936,is_a,0
24ac8cbe,6f165c0e,is_a,0
24ac8cbe,2432049f,is_a,0
24ac8cbe,7c732b04,is_a,0
1ff78bd4,7c16f327,is_a,0
1ff78bd4,e9ef4667,is_a,0
1ff78bd4,f2b703fb,is_a,0
1ff78bd4,0db0573b,is_a,0
1ff78bd4,529c0ef6,is_a,0
1ff78bd4,24f52ac1,is_a,0
1ff78bd4,f06b0869,is_a,0
1ff78bd4,b59afdb6,is_a,0
e14fee71,fb23000b,is_a,0
e14fee71,dd0883cd,is_a,0
e14fee71,d0edf1fc,is_a,0
e14fee71,bfd8e10d,is_a,0
e14fee71,faa79a9c,is_a,0
e14fee71,d16c44c3,is_a,0
e14fee71,23b820e8,is_a,0
e14fee71,8fc62a23,is_a,0
e14fee71,41c3d4ad,is_a,0
e14fee71,e9516c8a,is_a,0
e14fee71,a3e711dc,is_a,0
e14fee71,12fc73f1,is_a,0
e14fee71,062d971c,is_a,0
e14fee71,09e3d323,is_a,0
e14fee71,5a3a7fd4,is_a,0
e14fee71,11be267b,is_a,0
e14fee71,275d6490,is_a,0
049cf17d,6f4301d2,is_a,0
049cf17d,0700f2e1,is_a,0
049cf17d,993e63d2,is_a,0
049cf17d,aaedde0e,is_a,0
049cf17d,0e1bcf8f,is_a,0
049cf17d,b4b96d55,is_a,0
049cf17d,3bb47be5,is_a,0
049cf17d,29622eb8,is_a,0
049cf17d,daf9f42b,is_a,0
049cf17d,729aebca,is_a,0
049cf17d,e0071a13,is_a,0
049cf17d,7ecabaed,is_a,0
049cf17d,ba68c304,is_a,0
049cf17d,85d19508,is_a,0
049cf17d,04df63b9,is_a,0
049cf17d,51111880,is_a,0
049cf17d,9ffa7051,is_a,0
7887e00b,86018542,is_a,0
7887e00b,f6697c7c,is_a,0
7887e00b,b5aa3753,is_a,0
7887e00b,aaffdf05,is_a,0
7887e00b,a14d87ed,is_a,0
7887e00b,095dd03e,is_a,0
7887e00b,47880b6b,is_a,0
7887e00b,4ee3c917,is_a,0
7887e00b,452e406d,is_a,0
7887e00b,901bccb7,is_a,0
7887e00b,50b797cb,is_a,0
7887e00b,3207d23c,is_a,0
7887e00b,7dfeb6b6,is_a,0
7887e00b,97142489,is_a,0
f7371ed5,f45a1a40,is_a,0
f7371ed5,f3ca8ecc,is_a,0
f7371ed5,47880b6b,is_a,0
f7371ed5,bb732ff9,is_a,0
f7371ed5,e79bf54c,is_a,0
f7371ed5,2f76b10a,is_a,0
f7371ed5,5561baa2,is_a,0
f7371ed5,77237e0f,is_a,0
f7371ed5,0b334c87,is_a,0
f7371ed5,41afeff7,is_a,0
9c3060a2,f15284e1,is_a,0
9c3060a2,69f9dc30,is_a,0
9c3060a2,637370cc,is_a,0
9c3060a2,796facbe,is_a,0
9c3060a2,54d24fbf,is_a,0
9c3060a2,8acf6ba5,is_a,0
9c3060a2,64d4e5f7,is_a,0
9c3060a2,37483019,is_a,0
9c3060a2,9b356f68,is_a,0
96e3205a,870cabd2,is_a,0
96e3205a,529c0ef6,is_a,0
96e3205a,f6697c7c,is_a,0
96e3205a,0daf89e3,is_a,0
96e3205a,7272a2c8,is_a,0
96e3205a,b8bbade5,is_a,0
96e3205a,fbcf9d31,is_a,0
96e3205a,89061eea,is_a,0
96e3205a,b5aa3753,is_a,0
96e3205a,a14d87ed,is_a,0
96e3205a,2151429c,is_a,0
96e3205a,7a73bfcc,is_a,0
96e3205a,1fc11766,is_a,0
96e3205a,24fed529,is_a,0
7a73bfcc,1228fcc4,is_a,0
7a73bfcc,b9b827d1,is_a,0
7a73bfcc,1efce37c,is_a,0
7a73bfcc,29f5cf46,is_a,0
7a73bfcc,729aebca,is_a,0
7a73bfcc,4d9340d8,is_a,0
7a73bfcc,85d19508,is_a,0
7a73bfcc,137ee11c,is_a,0
7a73bfcc,f217c2b9,is_a,0
7a73bfcc,b863b0dc,is_a,0
3207d23c,0baa77b0,is_a,0
3207d23c,41f4ae08,is_a,0
3207d23c,aca936a1,is_a,0
3207d23c,cb76719d,is_a,0
3207d23c,0b36d896,is_a,0
3207d23c,aaffdf05,is_a,0
3207d23c,e444e1ce,is_a,0
3207d23c,47880b6b,is_a,0
3207d23c,f6697c7c,is_a,0
3207d23c,450c36f9,is_a,0
f271b850,36d32c1f,is_a,0
f271b850,729aebca,is_a,0
f271b850,027cd826,is_a,0
f271b850,2a15dbd0,is_a,0
f271b850,8ab887a6,is_a,0
f271b850,f4ac5a06,is_a,0
f271b850,f6885701,is_a,0
f271b850,96cb1496,is_a,0
b7ad9f8b,7de8dc0c,is_a,0
b7ad9f8b,76302816,is_a,0
b7ad9f8b,7a2bc402,is_a,0
b7ad9f8b,d0022168,is_a,0
b7ad9f8b,b29e3a10,is_a,0
b7ad9f8b,e6aec377,is_a,0
b7ad9f8b,618d0cb6,is_a,0
b7ad9f8b,3c772ae0,is_a,0
b7ad9f8b,efedc36e,is_a,0
b7ad9f8b,6b87a82a,is_a,0
0b1b40f1,578a5a0c,is_a,0
0b1b40f1,450c36f9,is_a,0
0b1b40f1,e0ae09fe,is_a,0
0b1b40f1,d6edbc96,is_a,0
0b1b40f1,4c3cd612,is_a,0
0b1b40f1,ad3f9205,is_a,0
0b1b40f1,4865e84c,is_a,0
0b1b40f1,290c4951,is_a,0
0b1b40f1,ca618d2e,is_a,0
0b1b40f1,1340a21f,is_a,0
54d24fbf,f08b1a97,is_a,0
54d24fbf,08bd1a7c,is_a,0
54d24fbf,04c1c0ad,is_a,0
54d24fbf,11771f75,is_a,0
54d24fbf,1ae91e62,is_a,0
54d24fbf,1d854060,is_a,0
54d24fbf,b3f39cc1,is_a,0
54d24fbf,100b62e7,is_a,0
54d24fbf,1091950b,is_a,0
54d24fbf,6c15facf,is_a,0
04d8dece,e77046fb,is_a,0
04d8dece,1ef54ae7,is_a,0
04d8dece,06f67805,is_a,0
04d8dece,0356cc0b,is_a,0
04d8dece,25466890,is_a,0
04d8dece,7c2c97d5,is_a,0
04d8dece,ecac1147,is_a,0
04d8dece,e460cce3,is_a,0
04d8dece,221420f3,is_a,0
