id,topic,parentid,expanded,depth,importance
f2b703fb,Statistical Mechanics,b8b9979e,true,3,7
0b60cc26,Optics,b8b9979e,true,3,7
d782150b,Atomic Physics,b8b9979e,true,3,7
4528f9e4,Nuclear Physics,b8b9979e,true,3,7
0ebd9ab4,Particle Physics,b8b9979e,true,3,8
b5ac81a2,Condensed Matter,b8b9979e,true,3,7
930b5073,Plasma Physics,b8b9979e,true,3,6
bbb37034,Astrophysics,b8b9979e,true,3,6
b3b14b97,Biophysics,b8b9979e,skipped,3,5
6732a134,Geophysics,b8b9979e,skipped,3,5
f486d960,Physical Chemistry,86dcf248,true,3,9
6c911750,Inorganic Chemistry,86dcf248,true,3,8
a4506bec,Organic Chemistry,86dcf248,true,3,8
24ac8cbe,Analytical Chemistry,86dcf248,true,3,7
1ff78bd4,Theoretical Chemistry,86dcf248,true,3,7
e14fee71,Biochemistry,86dcf248,true,3,6
049cf17d,Materials Chemistry,86dcf248,true,3,6
11f60f27,Environmental Chemistry,86dcf248,skipped,3,5
167eaf55,Nuclear Chemistry,86dcf248,skipped,3,5
970834e2,Medicinal Chemistry,86dcf248,skipped,3,4
8d0071ed,Industrial Chemistry,86dcf248,skipped,3,3
7887e00b,Mechanical engineering,903e519f,true,3,9
f7371ed5,Electrical engineering,903e519f,true,3,9
9c3060a2,Civil engineering,903e519f,true,3,9
96e3205a,Chemical engineering,903e519f,true,3,9
7a73bfcc,Materials engineering,903e519f,true,3,8
3207d23c,Aerospace engineering,903e519f,true,3,8
f271b850,Biomedical engineering,903e519f,true,3,7
b7ad9f8b,Nuclear engineering,903e519f,true,3,7
0b1b40f1,Industrial engineering,903e519f,true,3,7
54d24fbf,Environmental engineering,903e519f,true,3,7
04d8dece,Computer engineering,903e519f,true,3,8
450c36f9,Systems engineering,903e519f,true,3,7
468aa00f,Agricultural engineering,903e519f,true,3,6
f973e689,Ocean engineering,903e519f,true,3,6
268a173e,Mining engineering,903e519f,true,3,6
69f9dc30,Geotechnical engineering,903e519f,true,3,7
98b0ea7f,Petroleum engineering,903e519f,true,3,6
b6933ce6,Marine engineering,903e519f,true,3,6
f15284e1,Structural engineering,903e519f,true,3,7
d55cbdf9,Entropy,e064e71e,true,3,10
8545aedc,Data Compression,e064e71e,true,3,9
ca52b158,Channel Capacity,e064e71e,true,3,9
9ccb39df,Error Correction,e064e71e,true,3,8
ba81cafc,Mutual Information,e064e71e,true,3,8
735d659b,Rate Distortion,e064e71e,true,3,7
3b646aa7,Source Coding,e064e71e,true,3,7
939e6b55,Network Coding,e064e71e,true,3,6
df64bc27,Algorithmic Info,e064e71e,true,3,6
fbafb375,Functors,e6d55ec5,true,3,9
6f5160af,Natural Transformations,e6d55ec5,true,3,9
b4af2db6,Limits and Colimits,e6d55ec5,true,3,8
4c1a789c,Adjoint Functors,e6d55ec5,true,3,8
4b2e9399,Monoidal Categories,e6d55ec5,true,3,7
72279494,Abelian Categories,e6d55ec5,true,3,7
70ef8326,Topos Theory,e6d55ec5,true,3,7
ff2f345d,Higher Categories,e6d55ec5,true,3,6
5e31912a,Enriched Categories,e6d55ec5,true,3,6
6fe654f9,Molecular Biology,1b6ac6ac,true,3,10
9ff4fbf2,Genetics,1b6ac6ac,true,3,10
bacb9aed,Cell Biology,1b6ac6ac,true,3,10
5f0d28f1,Developmental Biology,1b6ac6ac,true,3,8
4a8aaf76,Physiology,1b6ac6ac,true,3,8
6e598cfd,Neurobiology,1b6ac6ac,true,3,7
f083b172,Microbiology,1b6ac6ac,true,3,8
a72bcd0e,Immunology,1b6ac6ac,true,3,7
41503362,Evolutionary Biology,1b6ac6ac,true,3,9
b4adae26,Ecology,1b6ac6ac,true,3,7
e5daf711,Structural Biology,1b6ac6ac,true,3,7
88e22a82,Systems Biology,1b6ac6ac,true,3,6
2da1eddb,Bioinformatics,1b6ac6ac,true,3,6
bade27da,Paleobiology,1b6ac6ac,skipped,3,5
a3ff10cd,Behavioral Biology,1b6ac6ac,skipped,3,5
b4c28ec9,Botany,1b6ac6ac,true,3,6
75a6e3e4,Zoology,1b6ac6ac,true,3,6
e8ac167b,Mycology,1b6ac6ac,true,3,6
083fffb6,Probability Theory,7ca59e7a,true,3,10
971af246,Statistical Inference,7ca59e7a,true,3,10
c46985a7,Experimental Design,7ca59e7a,true,3,8
96a54b30,Statistical Modeling,7ca59e7a,true,3,8
6c6b362c,Multivariate Analysis,7ca59e7a,true,3,7
70602edd,Nonparametric Methods,7ca59e7a,true,3,7
4cc0d4d4,Bayesian Statistics,7ca59e7a,true,3,7
2ae01b2a,Computational Statistics,7ca59e7a,true,3,7
ef929b3a,Time Series,7ca59e7a,true,3,7
1c1f3918,Stochastic Processes,7ca59e7a,true,3,6
8530466c,Causal Inference,7ca59e7a,true,3,6
e462b259,Resampling Methods,7ca59e7a,true,3,6
bb79b33a,Survey Sampling,7ca59e7a,true,3,6
63b84914,Software Engineering,e609b1a8,true,3,9
8a7c6286,Computer Systems,e609b1a8,true,3,8
c4397b3c,Database Systems,e609b1a8,true,3,8
25466890,Computer Networks,e609b1a8,true,3,8
e1371d1b,Human-Computer Interaction,e609b1a8,true,3,7
9a6857b7,Computer Graphics,e609b1a8,true,3,7
0c18a0e5,Information Security,e609b1a8,true,3,7
221420f3,Distributed Systems,e609b1a8,true,3,6
5deb7065,Computer Vision,e609b1a8,true,3,6
6a6ed802,Natural Language Processing,e609b1a8,true,3,6
901bccb7,Robotics,e609b1a8,true,3,6
4af6bad5,Educational Technology,e609b1a8,skipped,3,4
5254b4fd,Digital Forensics,e609b1a8,skipped,3,4
f1630166,General Systems Theory,4e17adc6,true,3,9
b97bcedc,Cybernetics,4e17adc6,true,3,7
048dedfa,Network Theory,4e17adc6,true,3,7
43f9165c,Dynamical Systems,4e17adc6,true,3,8
265333d7,Chaos Theory,4e17adc6,true,3,6
793cee1e,Utility Theory,e913d693,true,3,10
67f41640,Risk Analysis,e913d693,true,3,8
7996f1e7,Bayesian Decision,e913d693,true,3,8
89b0d286,Multi-Criteria,e913d693,true,3,7
38530d3c,Behavioral Models,e913d693,true,3,6
41363c9d,Decision Networks,e913d693,true,3,6
3fd0e4f4,Cooperative Games,f83ebb4c,true,3,8
62d91f23,Non-cooperative Games,f83ebb4c,true,3,9
5ccadeb1,Evolutionary Game Theory,f83ebb4c,true,3,7
6967a812,Mechanism Design,f83ebb4c,true,3,7
a56adf3f,Auction Theory,f83ebb4c,true,3,6
6e6d9d2f,Combinatorial Game Theory,f83ebb4c,true,3,6
0573f024,Differential Games,f83ebb4c,skipped,3,5
b3592164,Stochastic Games,f83ebb4c,skipped,3,5
91d0f421,Linear Control,aeb760fe,true,3,9
13905726,Nonlinear Control,aeb760fe,true,3,8
aac01a17,Optimal Control,aeb760fe,true,3,9
f6002be0,Robust Control,aeb760fe,true,3,8
8663083b,Adaptive Control,aeb760fe,true,3,7
ea7740ad,Stochastic Control,aeb760fe,true,3,8
67b99442,Discrete Event,aeb760fe,true,3,6
12fc1bb3,Distributed Control,aeb760fe,true,3,7
f7ca573e,Celestial mechanics,56d4fb1c,true,3,9
a9b9cc3b,Cosmology,56d4fb1c,true,3,9
2ff0febe,Stellar astronomy,56d4fb1c,true,3,8
3c665ea2,Galactic astronomy,56d4fb1c,true,3,8
538ec56b,Extragalactic astronomy,56d4fb1c,true,3,8
b539260c,Planetary science,56d4fb1c,true,3,8
91d8caa0,Astrochemistry,56d4fb1c,true,3,7
e8d71092,Astrobiology,56d4fb1c,true,3,6
89d85f5e,Astronomical instrumentation,56d4fb1c,true,3,6
2b1a42bd,Observational methods,56d4fb1c,true,3,7
4e932803,Radio astronomy,56d4fb1c,true,3,7
c70abe3f,Infrared astronomy,56d4fb1c,true,3,6
d7b5633e,Optical astronomy,56d4fb1c,true,3,7
e4fd47e3,Ultraviolet astronomy,56d4fb1c,true,3,6
be813ff0,X-ray astronomy,56d4fb1c,true,3,6
c89c8748,Gamma-ray astronomy,56d4fb1c,true,3,6
dac82844,Crystal Structure,aaffdf05,true,3,9
970fdc4a,Phase Diagrams,aaffdf05,true,3,8
847c256e,Mechanical Properties,aaffdf05,true,3,8
2d87b8ef,Electronic Properties,aaffdf05,true,3,8
5f50a27e,Thermal Properties,aaffdf05,true,3,7
193b7ff7,Magnetic Properties,aaffdf05,true,3,7
171a9472,Optical Properties,aaffdf05,true,3,7
0619b234,Defects,aaffdf05,true,3,7
63f29b8c,Surface Science,aaffdf05,true,3,6
decab28d,Material Synthesis,aaffdf05,true,3,6
859e4831,Material Characterization,aaffdf05,true,3,6
daf9f42b,Composite Materials,aaffdf05,skipped,3,5
729aebca,Biomaterials,aaffdf05,skipped,3,4
85d19508,Nanomaterials,aaffdf05,skipped,3,4
49480ebe,Geochemistry,cc84fe6c,true,3,9
931c057a,Geology,cc84fe6c,true,3,9
465a775b,Atmospheric Science,cc84fe6c,true,3,8
b012cd67,Oceanography,cc84fe6c,true,3,8
182062be,Cryospheric Science,cc84fe6c,true,3,7
e3dce2d6,Hydrology,cc84fe6c,true,3,7
4f1b7a47,Soil Science,cc84fe6c,true,3,6
9915b8dc,Geomorphology,cc84fe6c,true,3,6
2a961b3d,Truth Tables,447c14ae,true,4,8
c3dc7646,Logical Connectives,447c14ae,true,4,8
a93dd1f9,Normal Forms,447c14ae,true,4,7
f3887b3e,Semantic Tableaux,447c14ae,true,4,7
85eb22d9,Natural Deduction,447c14ae,true,4,7
13c577db,Resolution,447c14ae,true,4,6
ccccec4e,Sequent Calculus,447c14ae,true,4,6
8252c324,Satisfiability,447c14ae,true,4,6
d4707b59,Syntax,14d9d121,true,4,9
2e174dbc,Semantics,14d9d121,true,4,9
c839a395,Proof systems,14d9d121,true,4,8
8ed9e941,Model theory,14d9d121,true,4,8
f8ff9d97,Decidability,14d9d121,true,4,7
2ebef0d0,Completeness,14d9d121,true,4,7
be8fc5d9,Compactness,14d9d121,true,4,7
198e6521,Interpolation,14d9d121,true,4,6
cc17207a,Fragments,14d9d121,true,4,6
7206d618,Extensions,14d9d121,true,4,6
4e7c5ab0,Alethic Modal Logic,53802d34,true,4,9
12b3913b,Deontic Logic,53802d34,true,4,7
495173aa,Epistemic Logic,53802d34,true,4,7
61a7f2b2,Doxastic Logic,53802d34,true,4,6
74044279,Linear time,05d4860c,true,4,9
b6a37ff2,Branching time,05d4860c,true,4,9
cf3543a0,Interval logic,05d4860c,true,4,8
387dbf37,Real-time logic,05d4860c,true,4,8
a4aa6925,Probabilistic temporal,05d4860c,true,4,7
184821f0,Epistemic temporal,05d4860c,true,4,6
7cf30719,Dynamic temporal,05d4860c,true,4,6
5422e4f6,Metric temporal,05d4860c,true,4,8
a2d595d9,Past-time only,05d4860c,true,4,6
3c02df74,Fuzzy Sets,c6f680b1,true,4,10
9e659112,Membership Functions,c6f680b1,true,4,9
54241c5f,T-norms,c6f680b1,true,4,9
18dfc008,Fuzzy Connectives,c6f680b1,true,4,8
c2862718,Fuzzy Implication,c6f680b1,true,4,8
8a8c7f9a,Fuzzy Inference,c6f680b1,true,4,8
6bab42c9,Fuzzy Relations,c6f680b1,true,4,7
9144e4c9,Fuzzy Measures,c6f680b1,true,4,7
4ec6a4b0,Type-2 Fuzziness,c6f680b1,true,4,7
d63fc235,Possibility Theory,c6f680b1,true,4,6
ef08511b,Fuzzy Arithmetic,c6f680b1,true,4,6
54760e21,Fuzzy Topology,c6f680b1,true,4,6
ec7b9dfb,Fuzzy Automata,c6f680b1,true,4,6
8cdd421e,Fuzzy Logic Programming,c6f680b1,true,4,6
74c5f5d3,Fuzzy Control,c6f680b1,true,4,6
eb0c4397,Default Logic,be2c7b37,true,4,8
3abd6406,Autoepistemic Logic,be2c7b37,true,4,7
a3323ddc,Circumscription,be2c7b37,true,4,7
cfa44d1b,Nonmonotonic Inheritance,be2c7b37,true,4,6
ca4eceb1,Defeasible Logic,be2c7b37,true,4,6
efe9b48f,Assumption-based Argumentation,be2c7b37,skipped,4,5
a7711249,Conditional Logic,be2c7b37,skipped,4,5
54146fd5,Turing Machines,c9e909c8,true,4,10
01d48ca3,Recursive Functions,c9e909c8,true,4,9
0d9e0985,Reductions,c9e909c8,true,4,8
5a53a779,Complexity Classes,c9e909c8,true,4,7
7c4a07ec,Oracle Machines,c9e909c8,true,4,6
2d7b61c2,P vs NP,94566313,true,4,10
7938d1a5,Time Complexity,94566313,true,4,9
67bab8f9,Space Complexity,94566313,true,4,9
6353e088,Circuit Complexity,94566313,true,4,8
89b554e4,Randomized Complexity,94566313,true,4,8
8aa57bfb,Quantum Complexity,94566313,true,4,8
1b79f397,Descriptive Complexity,94566313,true,4,7
78e465db,Communication Complexity,94566313,true,4,7
64ad868e,Parameterized Complexity,94566313,true,4,7
b83c4ffb,Approximation Complexity,94566313,true,4,6
0a2c3005,Finite Automata,3df67df9,true,4,10
58083802,Pushdown Automata,3df67df9,true,4,9
34f9eb89,Linear Bounded,3df67df9,true,4,7
5542ccbf,Automata Hierarchy,3df67df9,true,4,8
02a3e73c,Regular Languages,bd55eb90,true,4,9
69164373,Context-Free Languages,bd55eb90,true,4,9
444dcde7,Context-Sensitive Languages,bd55eb90,true,4,7
26c89346,Recursively Enumerable Languages,bd55eb90,true,4,8
6abdc366,Grammar Theory,bd55eb90,true,4,8
7b5b599c,Language Hierarchies,bd55eb90,true,4,7
4bb460b6,Decidability Theory,bd55eb90,true,4,8
762b09e9,Propositional systems,fab0ab48,true,4,9
eab70557,Algebraic systems,fab0ab48,true,4,8
2f4d5f86,Semi-algebraic systems,fab0ab48,true,4,7
0b91fd5d,Frege systems,fab0ab48,true,4,8
6a6fbbf4,Extended Frege,fab0ab48,true,4,8
d54c591e,Cutting planes,fab0ab48,true,4,8
aac80881,Polynomial calculus,fab0ab48,true,4,8
48564e08,Nullstellensatz,fab0ab48,true,4,7
ccaab99d,Sum-of-squares,fab0ab48,true,4,8
36573edf,Proof lengths,fab0ab48,true,4,9
d5d4e9f7,Size–width tradeoffs,fab0ab48,true,4,8
cf303645,Automatizability,fab0ab48,true,4,8
30a98fc0,Proof search,fab0ab48,true,4,7
28131310,Lower bounds,fab0ab48,true,4,9
cdeb1390,Separations,fab0ab48,true,4,8
2a0964d2,Bounded arithmetic,fab0ab48,true,4,7
7bca35eb,Propositional translations,fab0ab48,true,4,7
1706a30f,Pseudo-randomness,fab0ab48,true,4,6
37c889ef,Derandomization,fab0ab48,true,4,6
fc9d05e1,Average-case complexity,fab0ab48,true,4,6
c3dc81a9,Circuit complexity links,fab0ab48,true,4,8
2dd076a9,Parameterized proof complexity,fab0ab48,true,4,7
ae84cccd,Quantified proof systems,fab0ab48,true,4,7
f4415bc2,First-order systems,fab0ab48,true,4,6
198207f7,Mathematical Logic,b383901c,true,4,9
7e1a5822,Computational Logic,b383901c,true,4,8
24155dd2,Description Logic,b383901c,true,4,6
3505c8a9,Paraconsistent Logic,b383901c,skipped,4,4
89f934bd,Intuitionistic Logic,b383901c,skipped,4,4
825a8c0b,Kolmogorov Complexity,43d56a79,true,4,10
96dc2e42,Algorithmic Randomness,43d56a79,true,4,9
719c637a,Prefix Complexity,43d56a79,true,4,8
26e8f222,Solomonoff Induction,43d56a79,true,4,7
da969146,Universal Semimeasures,43d56a79,true,4,7
c7b2b404,Invariance Theorem,43d56a79,true,4,6
e86c0473,Coding Theorems,43d56a79,true,4,6
68b9f4ee,Resource-Bounded Complexity,43d56a79,true,4,6
a9cc2cdd,Normalized Information Distance,43d56a79,true,4,6
104e5ec5,Algorithmic Statistics,43d56a79,true,4,6
2ef28013,Compression Complexity,43d56a79,true,4,6
776c7304,Quantum Algorithms,a2633b58,true,4,9
c19b215b,Quantum Error Correction,a2633b58,true,4,8
d5dbedf1,Quantum Complexity Theory,a2633b58,true,4,8
2579b033,Quantum Information Theory,a2633b58,true,4,8
ac794f1b,Quantum Circuit Model,a2633b58,true,4,7
855db9a6,Quantum Gate Theory,a2633b58,true,4,7
4a315e36,Adiabatic Quantum Computing,a2633b58,true,4,6
ed6075e9,Quantum Cryptography,a2633b58,true,4,6
1bbd9691,Topological Quantum Computing,a2633b58,true,4,6
e3a48680,Quantum Machine Learning,a2633b58,skipped,4,5
88ffc617,Quantum Simulation,a2633b58,skipped,4,5
bc06a092,Quantum Programming Languages,a2633b58,skipped,4,4
27c79fba,Consensus Algorithms,ae9483bc,true,4,9
9b855b87,Distributed Systems Theory,ae9483bc,true,4,8
910a31a2,Parallel Algorithms,ae9483bc,true,4,8
eedf6ed3,Fault Tolerance,ae9483bc,true,4,7
d18e5476,Load Balancing,ae9483bc,true,4,6
e475f0b8,Distributed Databases,ae9483bc,true,4,6
81f2478a,Message Passing,ae9483bc,true,4,6
748cc19b,Clock Synchronization,ae9483bc,skipped,4,5
f091e784,Replication Protocols,ae9483bc,skipped,4,5
3cb52798,Distributed Scheduling,ae9483bc,skipped,4,4
470ea0b1,Security Models,05e066b9,true,4,9
53e1bf31,Computational Assumptions,05e066b9,true,4,9
ff11a648,Complexity Foundations,05e066b9,true,4,8
4a32609e,Cryptographic Primitives,05e066b9,true,4,8
f4994356,Reductionist Proofs,05e066b9,true,4,7
a1021ea3,Hardness Amplification,05e066b9,true,4,7
dff31df7,Randomness Extractors,05e066b9,true,4,6
e38c967a,Multiparty Computation,05e066b9,true,4,6
82d13c7d,Zero-Knowledge,05e066b9,true,4,6
d2239a49,Post-Quantum Assumptions,05e066b9,true,4,6
79ba3391,Algorithmic Pricing,60eb5e4e,true,4,7
c3ad5f79,Computational Equilibria,60eb5e4e,true,4,8
d59457fb,Competitive Analysis,60eb5e4e,true,4,7
a598a6e9,Matching Theory,60eb5e4e,true,4,7
3805942b,Network Games,60eb5e4e,true,4,6
54f0c637,Social Choice,60eb5e4e,true,4,6
84ea629f,Pseudorandom Generators,0dffccb7,true,4,9
3b23eb60,Computational Indistinguishability,0dffccb7,true,4,7
8318503e,Expander Graphs,0dffccb7,true,4,7
0f63000c,Hardness vs Randomness,0dffccb7,true,4,6
1b258278,Pseudorandom Functions,0dffccb7,true,4,6
320a741f,Kinematics,e15d1cf2,true,4,9
f679cb40,Dynamics,e15d1cf2,true,4,10
b9c9f379,Statics,e15d1cf2,true,4,8
b5aa3753,Fluid Mechanics,e15d1cf2,true,4,7
2953adc3,Equilibrium thermodynamics,f6697c7c,true,4,10
e0026bd5,Non-equilibrium thermodynamics,f6697c7c,true,4,9
85d97444,Statistical thermodynamics,f6697c7c,true,4,9
31d405fc,Classical thermodynamics,f6697c7c,true,4,8
286a87c3,Thermodynamic potentials,f6697c7c,true,4,8
c24676f4,Phase transitions,f6697c7c,true,4,7
74d8f83c,Transport processes,f6697c7c,true,4,7
43db28c1,Irreversibility and entropy,f6697c7c,true,4,8
fb20351a,Thermodynamic stability,f6697c7c,true,4,7
712e28af,Open systems,f6697c7c,true,4,6
0db0573b,Chemical thermodynamics,f6697c7c,true,4,7
aaa0340c,Radiation thermodynamics,f6697c7c,true,4,6
683dc1e8,Electrostatics,1970cbfa,true,4,8
9aa0440a,Magnetostatics,1970cbfa,true,4,8
441c6ab2,Electrodynamics,1970cbfa,true,4,9
35c2a829,Electromagnetic Waves,1970cbfa,true,4,9
f93c3001,Maxwell Equations,1970cbfa,true,4,10
ba0fe7fc,Electromagnetic Fields,1970cbfa,true,4,8
c45406b9,Electromagnetic Induction,1970cbfa,true,4,7
f45a1a40,Circuit Theory,1970cbfa,true,4,6
f66b437e,Electromagnetic Radiation,1970cbfa,true,4,7
563dc435,Wave Functions,005c524b,true,4,9
876eec0c,Operators,005c524b,true,4,8
c579a8f5,Measurement Theory,005c524b,true,4,8
b2707747,Entanglement,005c524b,true,4,8
88bafefd,Spin,005c524b,true,4,7
b6ce96b4,Tunneling,005c524b,true,4,7
e4a4e66c,Superposition,005c524b,true,4,7
11e78062,Uncertainty Principle,005c524b,true,4,7
96b5631d,Quantum States,005c524b,true,4,6
e6ced64f,Decoherence,005c524b,true,4,6
8dff507f,Quantum Coherence,005c524b,true,4,6
c68be27b,Bell Inequalities,005c524b,skipped,4,5
a1eb3da9,Quantum Fields,005c524b,skipped,4,4
40d9107b,Many-Worlds,005c524b,skipped,4,3
9f570f65,Special Relativity,136c6a29,true,4,9
5f726f14,General Relativity,136c6a29,true,4,9
00512148,Relativistic Mechanics,136c6a29,true,4,7
0d6f9c92,Relativistic Electrodynamics,136c6a29,true,4,7
70e44e37,Relativistic Thermodynamics,136c6a29,true,4,6
6f5ae30a,Relativistic Quantum Theory,136c6a29,true,4,8
843447f0,Cosmological Models,136c6a29,true,4,7
665ff89d,Gravitational Waves,136c6a29,true,4,7
8c4748d1,Ensemble Theory,f2b703fb,true,4,10
8b0309d3,Thermodynamic Limit,f2b703fb,true,4,9
be077f0b,Non-Equilibrium,f2b703fb,true,4,8
3af26716,Fluctuations,f2b703fb,true,4,8
4be7d352,Critical Phenomena,f2b703fb,true,4,8
36efe22a,Boltzmann Equation,f2b703fb,true,4,7
d022494a,Monte Carlo Methods,f2b703fb,true,4,6
309c3e14,Kinetic Theory,f2b703fb,true,4,6
a8bdbf5b,Ray Optics,0b60cc26,true,4,9
1fe6c06f,Wave Optics,0b60cc26,true,4,10
8a568a22,Quantum Optics,0b60cc26,true,4,10
d796bba7,Nonlinear Optics,0b60cc26,true,4,8
e6b3465f,Polarization Optics,0b60cc26,true,4,7
75d64488,Fourier Optics,0b60cc26,true,4,8
243506d0,Geometrical Optics,0b60cc26,true,4,9
7b801a25,Atmospheric Optics,0b60cc26,true,4,6
3a5ab08a,Biophotonics,0b60cc26,true,4,6
aaedde0e,Optical Materials,0b60cc26,true,4,7
5e959168,Atomic Structure,d782150b,true,4,10
56beaf74,Electron Transitions,d782150b,true,4,9
3816594b,Atomic Spectra,d782150b,true,4,8
24ed50a2,Hyperfine Structure,d782150b,true,4,7
7fd6f51e,Atomic Collisions,d782150b,true,4,6
af948558,Ionization Processes,d782150b,true,4,6
7cb1448b,Rydberg Atoms,d782150b,skipped,4,5
5d040c60,Cold Atom Physics,d782150b,skipped,4,4
78e80891,Nuclear structure,4528f9e4,true,4,9
dee523a9,Nuclear reactions,4528f9e4,true,4,9
1e03b54c,Radioactive decay,4528f9e4,true,4,8
c95e2930,Nuclear forces,4528f9e4,true,4,8
58aa3152,Nuclear models,4528f9e4,true,4,7
12c1f6f4,Nuclear matter,4528f9e4,true,4,7
ee1bead1,Nuclear astrophysics,4528f9e4,true,4,7
efedc36e,Nuclear instrumentation,4528f9e4,true,4,6
98a7c0c2,Applied nuclear physics,4528f9e4,true,4,6
b3c1d2ae,Standard Model,0ebd9ab4,true,4,10
4fe25f94,Quantum Field Theory,0ebd9ab4,true,4,9
67014863,Elementary Particles,0ebd9ab4,true,4,9
87d61ded,Particle Interactions,0ebd9ab4,true,4,8
545d9382,Symmetries,0ebd9ab4,true,4,8
b3556cc3,Beyond Standard Model,0ebd9ab4,true,4,7
d3d271c8,Experimental Methods,0ebd9ab4,true,4,7
8884fe7a,Accelerator Physics,0ebd9ab4,true,4,6
4142e076,Detector Physics,0ebd9ab4,true,4,6
d667b46f,Cosmic Ray Physics,0ebd9ab4,skipped,4,5
27a45a44,Neutrino Physics,0ebd9ab4,true,4,6
f06b0869,Electronic structure,b5ac81a2,true,4,10
b7140f78,Quantum magnetism,b5ac81a2,true,4,9
f15cfa85,Superconductivity,b5ac81a2,true,4,9
c76bcd58,Topological phases,b5ac81a2,true,4,9
c41cb1cb,Strong correlations,b5ac81a2,true,4,8
c993de0d,Soft condensed matter,b5ac81a2,true,4,7
0d284bd9,Disordered systems,b5ac81a2,true,4,7
fcbedeed,Low-dimensional systems,b5ac81a2,true,4,7
d6bfc930,Spintronics,b5ac81a2,true,4,6
f3e337bd,Mesoscopic physics,b5ac81a2,true,4,6
96c76da8,Non-equilibrium matter,b5ac81a2,true,4,6
786c231c,Magnetohydrodynamics,930b5073,true,4,9
63d3ec20,Plasma Kinetics,930b5073,true,4,8
ee6e3b9b,Plasma Waves,930b5073,true,4,8
beaccf6e,Plasma Equilibrium,930b5073,true,4,7
6c622a8b,Plasma Instabilities,930b5073,true,4,7
c9c64461,Plasma Transport,930b5073,true,4,7
f35055a9,Plasma Confinement,930b5073,true,4,6
249e020b,Plasma Diagnostics,930b5073,true,4,6
54b829a6,Dusty Plasmas,930b5073,skipped,4,5
3e9ff51d,Quantum Plasmas,930b5073,skipped,4,5
913203d0,Plasma Chemistry,930b5073,skipped,4,4
d351fd7b,Plasma Processing,930b5073,skipped,4,4
32e62183,Relativistic astrophysics,bbb37034,true,4,9
e2e6232d,Stellar astrophysics,bbb37034,true,4,9
d51cf1c6,High‑energy astrophysics,bbb37034,true,4,8
f2091ebf,Astroparticle physics,bbb37034,true,4,7
8d3d8f00,Interstellar medium,bbb37034,true,4,7
ea68361e,Heliophysics,bbb37034,true,4,6
7c16f327,Quantum Chemistry,f486d960,true,4,9
529c0ef6,Chemical Kinetics,f486d960,true,4,8
5cdbca5b,Electrochemistry,f486d960,true,4,8
4878dbbf,Spectroscopy,f486d960,true,4,7
e0071a13,Surface Chemistry,f486d960,true,4,7
a771a485,Photochemistry,f486d960,true,4,6
7748ea56,Solid State Chemistry,f486d960,true,4,6
e9ef4667,Computational Chemistry,f486d960,true,4,6
ea9b3e87,Colloid Science,f486d960,skipped,4,5
f928d5cf,Crystallography,f486d960,skipped,4,5
d6096b99,Main Group Chemistry,6c911750,true,4,9
